,id,gb
615,5859,1
616,5860,0
617,5861,0
618,5862,1
619,5863,1
620,5864,0
621,5865,0
622,5866,1
623,5867,0
624,5868,0
625,5869,0
626,5870,0
627,5871,1
628,5872,0
629,5873,1
630,5874,1
631,5875,0
632,5876,0
633,5877,1
634,5878,1
635,5879,1
636,5880,0
637,5881,1
638,5882,1
639,5883,0
640,5884,0
641,5885,0
642,5886,1
643,5887,1
644,5888,1
645,5889,0
646,5890,1
647,5891,1
648,5892,0
649,5893,0
650,5894,1
651,5895,1
652,5896,1
653,5897,0
654,5898,1
655,5899,0
656,5900,0
657,5901,0
658,5902,0
659,5903,1
660,5904,0
661,5905,1
662,5906,0
663,5907,1
664,5908,1
665,5909,1
666,5910,1
667,5911,0
668,5912,0
669,5913,1
670,5914,1
671,5915,1
672,5916,1
673,5917,1
674,5918,0
675,5919,1
676,5920,1
677,5921,1
678,5922,0
679,5923,0
680,5924,0
681,5925,1
682,5926,1
683,5927,0
684,5928,1
685,5929,1
686,5930,1
687,5931,0
688,5932,1
689,5933,0
690,5934,0
691,5935,1
692,5936,0
693,5937,1
694,5938,1
695,5939,0
696,5940,0
697,5941,1
698,5942,0
699,5943,0
700,5944,1
701,5945,1
702,5946,1
703,5947,0
704,5948,0
705,5949,1
706,5950,0
707,5951,1
708,5952,1
709,5953,0
710,5954,1
711,5955,0
712,5956,0
713,5957,1
714,5958,1
715,5959,1
716,5960,0
717,5961,1
718,5962,0
719,5963,0
720,5964,1
721,5965,0
722,5966,1
723,5967,1
724,5968,1
725,5969,0
726,5970,0
727,5971,0
728,5972,0
729,5973,0
730,5974,1
731,5975,1
732,5976,1
733,5977,0
734,5978,0
735,5979,0
736,5980,0
737,5981,0
738,5982,0
739,5983,1
740,5984,1
741,5985,1
742,5986,1
743,5987,0
744,5988,1
745,5989,1
746,5990,0
747,5991,0
748,5992,1
749,5993,1
750,5994,0
751,5995,0
752,5996,1
753,5997,1
754,5998,0
755,5999,1
756,6000,0
757,6001,0
758,6002,1
759,6003,1
760,6004,1
761,6005,0
762,6006,0
763,6007,0
764,6008,0
765,6009,0
766,6010,0
767,6011,1
768,6012,1
769,6013,1
770,6014,0
771,6015,0
772,6016,1
773,6017,0
774,6018,0
775,6019,1
776,6020,1
777,6021,1
778,6022,1
779,6023,0
780,6024,1
781,6025,1
782,6026,1
783,6027,0
784,6028,1
785,6029,1
786,6030,0
787,6031,1
788,6032,1
789,6033,1
790,6034,0
791,6035,1
792,6036,0
793,6037,0
794,6038,1
795,6039,0
796,6040,0
797,6041,1
798,6042,0
799,6043,1
800,6044,0
801,6045,1
802,6046,1
803,6047,0
804,6048,0
805,6049,1
806,6050,1
807,6051,1
808,6052,0
809,6053,1
810,6054,0
811,6055,0
812,6056,1
813,6057,1
814,6058,1
815,6059,0
816,6060,1
817,6061,0
818,6062,0
819,6063,0
820,6064,1
821,6065,0
822,6066,0
823,6067,1
824,6068,0
825,6069,0
826,6070,0
827,6071,0
828,6072,1
829,6073,0
830,6074,0
831,6075,1
832,6076,1
833,6077,0
834,6078,1
835,6079,0
836,6080,1
837,6081,1
838,6082,1
839,6083,0
840,6084,0
841,6085,1
842,6086,0
843,6087,1
844,6088,0
845,6089,0
846,6090,1
847,6091,1
848,6092,0
849,6093,1
850,6094,1
851,6095,1
852,6096,1
853,6097,0
854,6098,0
855,6099,1
856,6100,0
857,6101,1
858,6102,1
859,6103,1
860,6104,0
861,6105,0
862,6106,0
863,6107,0
864,6108,1
865,6109,1
866,6110,0
867,6111,0
868,6112,0
869,6113,0
870,6114,0
871,6115,0
872,6116,1
873,6117,1
874,6118,1
875,6119,0
876,6120,0
877,6121,0
878,6122,0
879,6123,0
880,6124,0
881,6125,1
882,6126,0
883,6127,0
884,6128,1
885,6129,0
886,6130,0
887,6131,0
888,6132,0
889,6133,1
890,6134,1
891,6135,0
892,6136,0
893,6137,0
894,6138,1
895,6139,0
896,6140,0
897,6141,1
898,6142,1
899,6143,1
900,6144,0
901,6145,0
902,6146,1
903,6147,0
904,6148,1
905,6149,1
906,6150,1
907,6151,1
908,6152,1
909,6153,1
910,6154,0
911,6155,1
912,6156,0
913,6157,1
914,6158,0
915,6159,1
916,6160,1
917,6161,0
918,6162,1
919,6163,0
920,6164,0
921,6165,0
922,6166,0
923,6167,1
924,6168,0
925,6169,0
926,6170,1
927,6171,1
928,6172,1
929,6173,0
930,6174,0
931,6175,0
932,6176,0
933,6177,0
934,6178,1
935,6179,0
936,6180,0
937,6181,0
938,6182,1
939,6183,1
940,6184,1
941,6185,0
942,6186,1
943,6187,0
944,6188,1
945,6189,1
946,6190,0
947,6191,1
948,6192,1
949,6193,0
950,6194,1
951,6195,1
952,6196,0
953,6197,0
954,6198,1
955,6199,0
956,6200,0
957,6201,0
958,6202,0
959,6203,0
960,6204,0
961,6205,0
962,6206,0
963,6207,0
964,6208,0
965,6209,0
966,6210,0
967,6211,0
968,6212,0
969,6213,1
970,6214,0
971,6215,1
972,6216,0
973,6217,0
974,6218,0
975,6219,1
976,6220,1
977,6221,0
978,6222,1
979,6223,1
980,6224,1
981,6225,0
982,6226,0
983,6227,1
984,6228,0
985,6229,1
986,6230,0
987,6231,0
988,6232,0
989,6233,0
990,6234,1
991,6235,1
992,6236,1
993,6237,1
994,6238,0
995,6239,0
996,6240,1
997,6241,0
998,6242,0
999,6243,0
1000,6244,1
1001,6245,0
1002,6246,0
1003,6247,0
1004,6248,1
1005,6249,1
1006,6250,1
1007,6251,1
1008,6252,1
1009,6253,0
1010,6254,0
1011,6255,1
1012,6256,1
1013,6257,0
1014,6258,1
1015,6259,0
1016,6260,1
1017,6261,0
1018,6262,0
1019,6263,0
1020,6264,0
1021,6265,1
1022,6266,1
1023,6267,1
1024,6268,1
1025,6269,1
1026,6270,1
1027,6271,1
1028,6272,0
1029,6273,1
1030,6274,1
1031,6275,0
1032,6276,1
1033,6277,0
1034,6278,1
1035,6279,1
1036,6280,1
1037,6281,1
1038,6282,0
1039,6283,1
1040,6284,1
1041,6285,1
1042,6286,0
1043,6287,0
1044,6288,1
1045,6289,1
1046,6290,1
1047,6291,1
1048,6292,1
1049,6293,1
1050,6294,0
1051,6295,1
1052,6296,0
1053,6297,1
1054,6298,1
1055,6299,0
1056,6300,1
1057,6301,0
1058,6302,0
1059,6303,0
1060,6304,1
1061,6305,1
1062,6306,0
1063,6307,0
1064,6308,1
1065,6309,1
1066,6310,0
1067,6311,0
1068,6312,1
1069,6313,0
1070,6314,1
1071,6315,0
1072,6316,0
1073,6317,1
1074,6318,1
1075,6319,1
1076,6320,1
1077,6321,0
1078,6322,1
1079,6323,0
1080,6324,1
1081,6325,1
1082,6326,0
1083,6327,0
1084,6328,0
1085,6329,1
1086,6330,0
1087,6331,1
1088,6332,1
1089,6333,0
1090,6334,0
1091,6335,0
1092,6336,1
1093,6337,0
1094,6338,0
1095,6339,0
1096,6340,0
1097,6341,0
1098,6342,1
1099,6343,0
1100,6344,1
1101,6345,0
1102,6346,0
1103,6347,1
1104,6348,1
1105,6349,0
1106,6350,0
1107,6351,1
1108,6352,0
1109,6353,0
1110,6354,0
1111,6355,1
1112,6356,0
1113,6357,1
1114,6358,0
1115,6359,0
1116,6360,0
1117,6361,0
1118,6362,0
1119,6363,0
1120,6364,1
1121,6365,1
1122,6366,0
1123,6367,1
1124,6368,1
1125,6369,0
1126,6370,1
1127,6371,1
1128,6372,0
1129,6373,1
1130,6374,0
1131,6375,0
1132,6376,0
1133,6377,0
1134,6378,0
1135,6379,1
1136,6380,0
1137,6381,1
1138,6382,1
1139,6383,1
1140,6384,1
1141,6385,0
1142,6386,1
1143,6387,0
1144,6388,0
1145,6389,1
1146,6390,1
1147,6391,0
1148,6392,0
1149,6393,1
1150,6394,0
1151,6395,0
1152,6396,1
1153,6397,0
1154,6398,1
1155,6399,1
1156,6400,1
1157,6401,1
1158,6402,1
1159,6403,1
1160,6404,1
1161,6405,0
1162,6406,0
1163,6407,0
1164,6408,0
1165,6409,1
1166,6410,1
1167,6411,0
1168,6412,0
1169,6413,1
1170,6414,0
1171,6415,0
1172,6416,1
1173,6417,1
1174,6418,0
1175,6419,1
1176,6420,1
1177,6421,0
1178,6422,1
1179,6423,1
1180,6424,1
1181,6425,1
1182,6426,0
1183,6427,0
1184,6428,1
1185,6429,1
1186,6430,1
1187,6431,1
1188,6432,0
1189,6433,0
1190,6434,0
1191,6435,0
1192,6436,0
1193,6437,1
1194,6438,1
1195,6439,1
1196,6440,1
1197,6441,0
1198,6442,1
1199,6443,0
1200,6444,0
1201,6445,1
1202,6446,0
1203,6447,1
1204,6448,0
1205,6449,0
1206,6450,1
1207,6451,1
1208,6452,1
1209,6453,0
1210,6454,0
1211,6455,0
1212,6456,1
1213,6457,0
1214,6458,0
1215,6459,1
1216,6460,0
1217,6461,0
1218,6462,0
1219,6463,1
1220,6464,0
1221,6465,0
1222,6466,1
1223,6467,1
1224,6468,1
1225,6469,0
1226,6470,0
1227,6471,0
1228,6472,0
1229,6473,0
1230,6474,1
1231,6475,0
1232,6476,0
1233,6477,0
1234,6478,0
1235,6479,0
1236,6480,0
1237,6481,1
1238,6482,1
1239,6483,1
1240,6484,1
1241,6485,1
1242,6486,1
1243,6487,1
1244,6488,0
1245,6489,0
1246,6490,0
1247,6491,1
1248,6492,0
1249,6493,1
1250,6494,0
1251,6495,0
1252,6496,0
1253,6497,0
1254,6498,1
1255,6499,1
1256,6500,1
1257,6501,1
1258,6502,0
1259,6503,0
1260,6504,1
1261,6505,0
1262,6506,0
1263,6507,0
1264,6508,0
1265,6509,1
1266,6510,0
1267,6511,0
1268,6512,1
1269,6513,1
1270,6514,1
1271,6515,0
1272,6516,1
1273,6517,0
1274,6518,0
1275,6519,0
1276,6520,1
1277,6521,1
1278,6522,0
1279,6523,0
1280,6524,0
1281,6525,1
1282,6526,0
1283,6527,1
1284,6528,0
1285,6529,0
1286,6530,1
1287,6531,1
1288,6532,1
1289,6533,0
1290,6534,0
1291,6535,0
1292,6536,1
1293,6537,1
1294,6538,1
1295,6539,0
1296,6540,1
1297,6541,1
1298,6542,1
1299,6543,1
1300,6544,0
1301,6545,1
1302,6546,1
1303,6547,1
1304,6548,1
1305,6549,1
1306,6550,0
1307,6551,1
1308,6552,0
1309,6553,1
1310,6554,1
1311,6555,0
1312,6556,0
1313,6557,0
1314,6558,1
1315,6559,1
1316,6560,1
1317,6561,1
1318,6562,0
1319,6563,1
1320,6564,0
1321,6565,1
1322,6566,0
1323,6567,0
1324,6568,1
1325,6569,0
1326,6570,1
1327,6571,1
1328,6572,1
1329,6573,0
1330,6574,0
1331,6575,1
1332,6576,0
1333,6577,0
1334,6578,1
1335,6579,0
1336,6580,1
1337,6581,0
1338,6582,1
1339,6583,1
1340,6584,1
1341,6585,0
1342,6586,1
1343,6587,0
1344,6588,0
1345,6589,0
1346,6590,0
1347,6591,0
1348,6592,0
1349,6593,0
1350,6594,1
1351,6595,1
1352,6596,0
1353,6597,0
1354,6598,0
1355,6599,1
1356,6600,0
1357,6601,0
1358,6602,1
1359,6603,1
1360,6604,0
1361,6605,1
1362,6606,1
1363,6607,1
1364,6608,0
1365,6609,0
1366,6610,0
1367,6611,0
1368,6612,0
1369,6613,1
1370,6614,0
1371,6615,1
1372,6616,1
1373,6617,0
1374,6618,0
1375,6619,1
1376,6620,0
1377,6621,1
1378,6622,1
1379,6623,0
1380,6624,0
1381,6625,0
1382,6626,1
1383,6627,1
1384,6628,1
1385,6629,1
1386,6630,0
1387,6631,0
1388,6632,0
1389,6633,1
1390,6634,0
1391,6635,1
1392,6636,1
1393,6637,0
1394,6638,1
1395,6639,0
1396,6640,0
1397,6641,1
1398,6642,0
1399,6643,0
1400,6644,1
1401,6645,1
1402,6646,1
1403,6647,1
1404,6648,0
1405,6649,1
1406,6650,0
1407,6651,0
1408,6652,1
1409,6653,1
1410,6654,0
1411,6655,1
1412,6656,1
1413,6657,0
1414,6658,1
1415,6659,0
1416,6660,0
1417,6661,0
1418,6662,1
1419,6663,0
1420,6664,1
1421,6665,1
1422,6666,1
1423,6667,1
1424,6668,1
1425,6669,1
1426,6670,0
1427,6671,1
1428,6672,0
1429,6673,1
1430,6674,1
1431,6675,1
1432,6676,1
1433,6677,0
1434,6678,0
1435,6679,0
1436,6680,1
1437,6681,0
1438,6682,0
1439,6683,1
1440,6684,0
1441,6685,1
1442,6686,0
1443,6687,1
1444,6688,1
1445,6689,1
1446,6690,0
1447,6691,1
1448,6692,1
1449,6693,0
1450,6694,1
1451,6695,0
1452,6696,0
1453,6697,1
1454,6698,1
1455,6699,1
1456,6700,1
1457,6701,0
1458,6702,1
1459,6703,1
1460,6704,0
1461,6705,1
1462,6706,0
1463,6707,0
1464,6708,0
1465,6709,0
1466,6710,0
1467,6711,1
1468,6712,0
1469,6713,0
1470,6714,1
1471,6715,0
1472,6716,1
1473,6717,0
1474,6718,1
1475,6719,0
1476,6720,1
1477,6721,0
1478,6722,0
1479,6723,0
1480,6724,0
1481,6725,0
1482,6726,0
1483,6727,0
1484,6728,1
1485,6729,1
1486,6730,1
1487,6731,1
1488,6732,1
1489,6733,1
1490,6734,0
1491,6735,0
1492,6736,0
1493,6737,1
1494,6738,1
1495,6739,0
1496,6740,1
1497,6741,0
1498,6742,1
1499,6743,0
1500,6744,0
1501,6745,1
1502,6746,1
1503,6747,0
1504,6748,0
1505,6749,0
1506,6750,1
1507,6751,1
1508,6752,0
1509,6753,0
1510,6754,1
1511,6755,0
1512,6756,0
1513,6757,1
1514,6758,0
1515,6759,0
1516,6760,1
1517,6761,0
1518,6762,0
1519,6763,0
1520,6764,1
1521,6765,0
1522,6766,0
1523,6767,0
1524,6768,0
1525,6769,1
1526,6770,1
1527,6771,0
1528,6772,1
1529,6773,0
1530,6774,0
1531,6775,0
1532,6776,1
1533,6777,1
1534,6778,1
1535,6779,0
1536,6780,1
1537,6781,0
1538,6782,0
1539,6783,0
1540,6784,0
1541,6785,0
1542,6786,0
1543,6787,0
1544,6788,0
1545,6789,0
1546,6790,0
1547,6791,1
1548,6792,0
1549,6793,1
1550,6794,0
1551,6795,0
1552,6796,1
1553,6797,1
1554,6798,0
1555,6799,1
1556,6800,0
1557,6801,1
1558,6802,1
1559,6803,0
1560,6804,1
1561,6805,1
1562,6806,0
1563,6807,0
1564,6808,1
1565,6809,1
1566,6810,1
1567,6811,1
1568,6812,1
1569,6813,1
1570,6814,1
1571,6815,0
1572,6816,0
1573,6817,1
1574,6818,0
1575,6819,1
1576,6820,0
1577,6821,0
1578,6822,1
1579,6823,0
1580,6824,0
1581,6825,1
1582,6826,0
1583,6827,1
1584,6828,0
1585,6829,1
1586,6830,0
1587,6831,1
1588,6832,1
1589,6833,1
1590,6834,1
1591,6835,1
1592,6836,1
1593,6837,0
1594,6838,0
1595,6839,1
1596,6840,1
1597,6841,1
1598,6842,1
1599,6843,1
1600,6844,1
1601,6845,0
1602,6846,0
1603,6847,0
1604,6848,1
1605,6849,1
1606,6850,0
1607,6851,0
1608,6852,0
1609,6853,1
1610,6854,0
1611,6855,1
1612,6856,1
1613,6857,1
1614,6858,1
1615,6859,1
1616,6860,1
1617,6861,1
1618,6862,1
1619,6863,1
1620,6864,1
1621,6865,0
1622,6866,1
1623,6867,0
1624,6868,0
1625,6869,1
1626,6870,1
1627,6871,1
1628,6872,1
1629,6873,1
1630,6874,1
1631,6875,1
1632,6876,1
1633,6877,0
1634,6878,1
1635,6879,1
1636,6880,0
1637,6881,1
1638,6882,1
1639,6883,1
1640,6884,1
1641,6885,0
1642,6886,1
1643,6887,1
1644,6888,1
1645,6889,0
1646,6890,1
1647,6891,1
1648,6892,0
1649,6893,1
1650,6894,1
1651,6895,0
1652,6896,1
1653,6897,1
1654,6898,0
1655,6899,0
1656,6900,1
1657,6901,0
1658,6902,1
1659,6903,1
1660,6904,0
1661,6905,0
1662,6906,0
1663,6907,1
1664,6908,0
1665,6909,0
1666,6910,0
1667,6911,0
1668,6912,1
1669,6913,0
1670,6914,0
1671,6915,0
1672,6916,0
1673,6917,0
1674,6918,1
1675,6919,0
1676,6920,0
1677,6921,1
1678,6922,1
1679,6923,0
1680,6924,0
1681,6925,1
1682,6926,1
1683,6927,0
1684,6928,0
1685,6929,1
1686,6930,0
1687,6931,0
1688,6932,0
1689,6933,1
1690,6934,0
1691,6935,0
1692,6936,1
1693,6937,1
1694,6938,1
1695,6939,1
1696,6940,1
1697,6941,0
1698,6942,0
1699,6943,0
1700,6944,1
1701,6945,0
1702,6946,0
1703,6947,1
1704,6948,1
1705,6949,0
1706,6950,0
1707,6951,1
1708,6952,1
1709,6953,0
1710,6954,0
1711,6955,0
1712,6956,0
1713,6957,0
1714,6958,0
1715,6959,0
1716,6960,0
1717,6961,0
1718,6962,0
1719,6963,0
1720,6964,0
1721,6965,1
1722,6966,1
1723,6967,1
1724,6968,1
1725,6969,1
1726,6970,1
1727,6971,0
1728,6972,0
1729,6973,0
1730,6974,0
1731,6975,1
1732,6976,1
1733,6977,1
1734,6978,1
1735,6979,0
1736,6980,1
1737,6981,1
1738,6982,0
1739,6983,0
1740,6984,0
1741,6985,1
1742,6986,0
1743,6987,0
1744,6988,0
1745,6989,1
1746,6990,0
1747,6991,1
1748,6992,1
1749,6993,1
1750,6994,1
1751,6995,1
1752,6996,1
1753,6997,1
1754,6998,0
1755,6999,0
1756,7000,0
1757,7001,1
1758,7002,1
1759,7003,1
1760,7004,1
1761,7005,0
1762,7006,0
1763,7007,1
1764,7008,1
1765,7009,0
1766,7010,1
1767,7011,0
1768,7012,0
1769,7013,1
1770,7014,0
1771,7015,1
1772,7016,1
1773,7017,1
1774,7018,0
1775,7019,0
1776,7020,0
1777,7021,0
1778,7022,0
1779,7023,0
1780,7024,1
1781,7025,0
1782,7026,1
1783,7027,1
1784,7028,0
1785,7029,0
1786,7030,1
1787,7031,0
1788,7032,0
1789,7033,1
1790,7034,0
1791,7035,0
1792,7036,1
1793,7037,1
1794,7038,1
1795,7039,1
1796,7040,0
1797,7041,1
1798,7042,1
1799,7043,1
1800,7044,0
1801,7045,0
1802,7046,1
1803,7047,1
1804,7048,0
1805,7049,0
1806,7050,0
1807,7051,1
1808,7052,1
1809,7053,0
1810,7054,1
1811,7055,1
1812,7056,0
1813,7057,1
1814,7058,0
1815,7059,0
1816,7060,0
1817,7061,0
1818,7062,1
1819,7063,0
1820,7064,1
1821,7065,0
1822,7066,0
1823,7067,0
1824,7068,1
1825,7069,1
1826,7070,0
1827,7071,1
1828,7072,1
1829,7073,0
1830,7074,1
1831,7075,0
1832,7076,0
1833,7077,0
1834,7078,0
1835,7079,1
1836,7080,0
1837,7081,1
1838,7082,0
1839,7083,0
1840,7084,1
1841,7085,0
1842,7086,0
1843,7087,1
1844,7088,0
1845,7089,1
1846,7090,1
1847,7091,0
1848,7092,0
1849,7093,1
1850,7094,1
1851,7095,1
1852,7096,1
1853,7097,0
1854,7098,0
1855,7099,0
1856,7100,0
1857,7101,1
1858,7102,0
1859,7103,1
1860,7104,1
1861,7105,0
1862,7106,1
1863,7107,0
1864,7108,0
1865,7109,0
1866,7110,0
1867,7111,1
1868,7112,1
1869,7113,1
1870,7114,0
1871,7115,0
1872,7116,1
